0	,1	,0.0104992418	,-0.1176221967	,3.0542862415	,1.0471142966	,-2.6179461479	,0.5255264479	,2.2513070107	,-2.6177850405
0	,1	,0.0109057948	,-0.0903405249	,3.0543181896	,1.0471624571	,-2.6179049015	,0.5255543429	,2.2512748241	,-2.6178055445
0	,1	,0.0113671413	,-0.1101815179	,3.0542702675	,1.0471262175	,-2.6179699898	,0.5255586344	,2.2512989044	,-2.6177814643
0	,1	,0.0110068424	,-0.0930651724	,3.0543177128	,1.0471221644	,-2.6179337502	,0.5256220537	,2.2513229847	,-2.6177774111
0	,1	,0.0108074453	,-0.0963134319	,3.0542941093	,1.0470821100	,-2.6178891659	,0.5256144243	,2.2513070107	,-2.6177490393
0	,1	,0.0109074423	,-0.0900998339	,3.0543179512	,1.0471142966	,-2.6179213524	,0.5256218153	,2.2513070107	,-2.6177774111
0	,1	,0.0108269276	,-0.0741373673	,3.0543141365	,1.0471262175	,-2.6178965569	,0.5256497103	,2.2512950897	,-2.6178179423
0	,1	,0.0111701628	,-0.0812339336	,3.0543539524	,1.0471061903	,-2.6179337502	,0.5256699759	,2.2513310909	,-2.6178095976
0	,1	,0.0108367503	,-0.0783376992	,3.0542938709	,1.0470496851	,-2.6179337502	,0.5256857115	,2.2512583733	,-2.6178057829
0	,1	,0.0105043529	,-0.0579965003	,3.0543301105	,1.0470856863	,-2.6178975105	,0.5257057387	,2.2512910366	,-2.6177371184
0	,1	,0.0104758153	,-0.0595383234	,3.0543301105	,1.0470854479	,-2.6178925037	,0.5257171828	,2.2513194084	,-2.6178057829
0	,1	,0.0110962223	,-0.0322978050	,3.0543141365	,1.0471102434	,-2.6178736687	,0.5257095534	,2.2512667179	,-2.6177533309
0	,1	,0.0115126763	,-0.0333606750	,3.0544219017	,1.0471061903	,-2.6179089546	,0.5257581907	,2.2513115406	,-2.6177449862
0	,1	,0.0116838226	,-0.0320689455	,3.0543420315	,1.0470942694	,-2.6179213524	,0.5258375841	,2.2512750626	,-2.6177609603
0	,1	,0.0122135961	,-0.0480404869	,3.0543181896	,1.0471221644	,-2.6178860664	,0.5257896620	,2.2512915134	,-2.6178057829
0	,1	,0.0123343775	,-0.0421448834	,3.0543260574	,1.0471262175	,-2.6178810596	,0.5258380610	,2.2512624264	,-2.6177330653
0	,1	,0.0117646940	,-0.0050233253	,3.0543100834	,1.0470980841	,-2.6179049015	,0.5258254248	,2.2512707710	,-2.6177371184
0	,1	,0.0124212019	,-0.0162410215	,3.0542373657	,1.0471023756	,-2.6178488731	,0.5258497435	,2.2513151169	,-2.6177333037
0	,1	,0.0122426059	,-0.0238343794	,3.0543460846	,1.0470821100	,-2.6178736687	,0.5258573729	,2.2512664795	,-2.6177414099
0	,1	,0.0122943046	,-0.0032950959	,3.0543739796	,1.0470618445	,-2.6179089546	,0.5259136397	,2.2512664795	,-2.6177495162
0	,1	,0.0121601773	,0.0052538291	,3.0542819500	,1.0470785338	,-2.6179089546	,0.5258609492	,2.2512664795	,-2.6177614371
0	,1	,0.0125628915	,0.0107754292	,3.0542821884	,1.0470539766	,-2.6178655624	,0.5259534556	,2.2512874603	,-2.6177817027
0	,1	,0.0133538330	,0.0182712581	,3.0542900562	,1.0470377642	,-2.6178457737	,0.5260051924	,2.2512707710	,-2.6177213828
0	,1	,0.0129664922	,0.0066535883	,3.0543301105	,1.0470222670	,-2.6178448200	,0.5259768206	,2.2512269020	,-2.6177495162
0	,1	,0.0130481813	,0.0325959735	,3.0543060303	,1.0470704275	,-2.6178572178	,0.5260492998	,2.2512269020	,-2.6177213828
0	,1	,0.0129791247	,0.0438464507	,3.0543341637	,1.0470663744	,-2.6178011894	,0.5261179644	,2.2512588501	,-2.6177333037
0	,1	,0.0130284391	,0.0388807692	,3.0543622971	,1.0470868784	,-2.6178054810	,0.5261496741	,2.2512428761	,-2.6177333037
0	,1	,0.0131762354	,0.0467456095	,3.0543260574	,1.0470341879	,-2.6178455353	,0.5261337000	,2.2512428761	,-2.6176489035
0	,1	,0.0133085158	,0.0707076043	,3.0543789864	,1.0470906931	,-2.6177980900	,0.5261451441	,2.2513196468	,-2.6177337805
0	,1	,0.0131929060	,0.0685897544	,3.0543341637	,1.0470463473	,-2.6178021431	,0.5261489588	,2.2512629032	,-2.6176932494
0	,1	,0.0138922874	,0.0629496798	,3.0542941093	,1.0470582682	,-2.6177940369	,0.5262016493	,2.2512550354	,-2.6177337805
0	,1	,0.0139375608	,0.0643498898	,3.0542855263	,1.0470182139	,-2.6178021431	,0.5262326437	,2.2512469292	,-2.6177056471
0	,1	,0.0141327530	,0.0718557984	,3.0543100834	,1.0470344263	,-2.6177732944	,0.5263051230	,2.2512428761	,-2.6177297274
0	,1	,0.0139799612	,0.0954559445	,3.0543141365	,1.0470384794	,-2.6178216934	,0.5262803274	,2.2512149811	,-2.6176851431
0	,1	,0.0138311572	,0.1071447358	,3.0543420315	,1.0470225054	,-2.6177814007	,0.5263687807	,2.2512509823	,-2.6176851431
0	,1	,0.0139652053	,0.1068488583	,3.0542981625	,1.0469741064	,-2.6177620888	,0.5263523298	,2.2512311935	,-2.6177013556
0	,1	,0.0142105548	,0.1231811047	,3.0543100834	,1.0469660002	,-2.6178340912	,0.5263809401	,2.2512111664	,-2.6176648776
0	,1	,0.0143038947	,0.1246039122	,3.0542862415	,1.0469505030	,-2.6177816391	,0.5263604361	,2.2512071133	,-2.6176851431
0	,1	,0.0143893780	,0.1383030713	,3.0543501377	,1.0470067698	,-2.6178185940	,0.5264562803	,2.2512190342	,-2.6176973025
0	,1	,0.0144775519	,0.1480237842	,3.0542902946	,1.0469626623	,-2.6177980900	,0.5264727312	,2.2511665821	,-2.6176815669
0	,1	,0.0146411881	,0.1322072595	,3.0542900562	,1.0470194060	,-2.6177504063	,0.5264481741	,2.2512590885	,-2.6176613013
0	,1	,0.0154039860	,0.1481923163	,3.0543420315	,1.0469621855	,-2.6177575588	,0.5264882284	,2.2512311935	,-2.6177175681
0	,1	,0.0151956668	,0.1620269418	,3.0543060303	,1.0469629008	,-2.6177215576	,0.5265967089	,2.2511625290	,-2.6176934878
0	,1	,0.0151784290	,0.1569094807	,3.0542736053	,1.0469226080	,-2.6177585125	,0.5265840727	,2.2512152195	,-2.6176367442
0	,1	,0.0149001954	,0.1956923902	,3.0543100834	,1.0469545561	,-2.6177256107	,0.5265680987	,2.2511792183	,-2.6176450888
0	,1	,0.0148787452	,0.1819453537	,3.0543658733	,1.0469466883	,-2.6177906990	,0.5266439158	,2.2511792183	,-2.6176450888
0	,1	,0.0144574605	,0.1978981346	,3.0543379784	,1.0468823153	,-2.6177182198	,0.5266999441	,2.2512116432	,-2.6176529566
0	,1	,0.0151808439	,0.2089145035	,3.0542783737	,1.0469545561	,-2.6177504063	,0.5266880232	,2.2512075901	,-2.6176613013
0	,1	,0.0156650841	,0.1952149272	,3.0543501377	,1.0469059187	,-2.6177585125	,0.5267278391	,2.2511951923	,-2.6176653544
0	,1	,0.0160245746	,0.2076115012	,3.0543539524	,1.0469226080	,-2.6176779270	,0.5267404753	,2.2511916161	,-2.6176491419
0	,1	,0.0160620529	,0.2223566473	,3.0542862415	,1.0469307142	,-2.6176974773	,0.5268525320	,2.2512080669	,-2.6176653544
0	,1	,0.0159800220	,0.2049247622	,3.0543220043	,1.0468868452	,-2.6177182198	,0.5268518168	,2.2511546612	,-2.6176696459
0	,1	,0.0160823502	,0.2263143361	,3.0543541908	,1.0469226080	,-2.6177337170	,0.5268592077	,2.2511589527	,-2.6176331679
0	,1	,0.0168578476	,0.2220566571	,3.0543017387	,1.0468258101	,-2.6177098751	,0.5269030768	,2.2511873245	,-2.6176891963
0	,1	,0.0173328184	,0.2019214928	,3.0542862415	,1.0469068724	,-2.6177027225	,0.5269397932	,2.2511630058	,-2.6176655928
0	,1	,0.0172424596	,0.2242485881	,3.0543062687	,1.0468823153	,-2.6176779270	,0.5269591051	,2.2511789799	,-2.6176455657
0	,1	,0.0168692544	,0.2315740287	,3.0543022156	,1.0468785006	,-2.6176776886	,0.5269870001	,2.2511630058	,-2.6176407973
0	,1	,0.0172851738	,0.2154362798	,3.0543344021	,1.0468343931	,-2.6176178455	,0.5270916659	,2.2512032986	,-2.6176615397
0	,1	,0.0172266532	,0.2305044979	,3.0542819500	,1.0469350058	,-2.6176745892	,0.5270508963	,2.2511589527	,-2.6176455657
0	,1	,0.0170244239	,0.2224042565	,3.0543456078	,1.0469433504	,-2.6176416874	,0.5270668703	,2.2510941029	,-2.6176047961
0	,1	,0.0175870024	,0.2319565862	,3.0542695522	,1.0468584734	,-2.6176457405	,0.5271228987	,2.2511346340	,-2.6176009814
0	,1	,0.0183942616	,0.2326288223	,3.0543060303	,1.0468749243	,-2.6176788807	,0.5271703440	,2.2511713505	,-2.6176496188
0	,1	,0.0191705730	,0.1995469630	,3.0543141365	,1.0468785006	,-2.6176178455	,0.5271543699	,2.2511303425	,-2.6176372210
0	,1	,0.0196658894	,0.2062880248	,3.0543460846	,1.0468625265	,-2.6176383495	,0.5273076731	,2.2511103153	,-2.6175809542
0	,1	,0.0198273640	,0.2149224877	,3.0543463230	,1.0468632418	,-2.6176095009	,0.5272709566	,2.2511148453	,-2.6176047961
0	,1	,0.0198114607	,0.1887567341	,3.0543220043	,1.0468305784	,-2.6176095009	,0.5273386675	,2.2511067390	,-2.6176050345
0	,1	,0.0198397133	,0.1961387396	,3.0542984009	,1.0468908983	,-2.6176664829	,0.5273911196	,2.2511427402	,-2.6175728480
0	,1	,0.0204896946	,0.1691286713	,3.0543301105	,1.0468229490	,-2.6175940037	,0.5274790960	,2.2511553764	,-2.6175931136
0	,1	,0.0205410533	,0.1900312603	,3.0543260574	,1.0468305784	,-2.6176187992	,0.5274864870	,2.2511386871	,-2.6175645033
0	,1	,0.0207548570	,0.1607481986	,3.0542781353	,1.0468110281	,-2.6175899506	,0.5275134283	,2.2510948181	,-2.6176014582
0	,1	,0.0211806055	,0.1453185380	,3.0543181896	,1.0468103129	,-2.6175618172	,0.5275818545	,2.2510869503	,-2.6175490061
0	,1	,0.0214160401	,0.1359904259	,3.0543181896	,1.0468639570	,-2.6175947189	,0.5275856692	,2.2510869503	,-2.6175769011
0	,1	,0.0217595454	,0.1116186082	,3.0543220043	,1.0468229490	,-2.6175866127	,0.5277179915	,2.2511386871	,-2.6175728480
0	,1	,0.0209177937	,0.0859480053	,3.0542821884	,1.0468186575	,-2.6175742149	,0.5277256209	,2.2511148453	,-2.6175447146
0	,1	,0.0210270733	,0.0957629979	,3.0543460846	,1.0468429762	,-2.6175422668	,0.5277377802	,2.2510988712	,-2.6175490061
0	,1	,0.0217584912	,0.0789323226	,3.0543260574	,1.0467910010	,-2.6175990105	,0.5277857023	,2.2511188984	,-2.6175614039
0	,1	,0.0217103362	,0.0527201369	,3.0543420315	,1.0468517977	,-2.6175618172	,0.5278460222	,2.2511188984	,-2.6175566355
0	,1	,0.0215432476	,0.0496306606	,3.0543706417	,1.0467869478	,-2.6175060272	,0.5279018122	,2.2511312962	,-2.6175614039
0	,1	,0.0216256715	,0.0483576618	,3.0543460846	,1.0467952925	,-2.6176030636	,0.5278932291	,2.2511029243	,-2.6175003687
0	,1	,0.0215030611	,0.0169936176	,3.0543382168	,1.0468320090	,-2.6174895763	,0.5279533106	,2.2511153221	,-2.6175044219
0	,1	,0.0207100566	,0.0094905673	,3.0543220043	,1.0467592913	,-2.6175224781	,0.5279692846	,2.2511193752	,-2.6175125281
0	,1	,0.0207629278	,-0.0068465881	,3.0543017387	,1.0467707354	,-2.6175379753	,0.5281018454	,2.2510666847	,-2.6175413767
0	,1	,0.0209895745	,-0.0115691144	,3.0543498993	,1.0467349726	,-2.6175460815	,0.5280853945	,2.2510993481	,-2.6175289790
0	,1	,0.0209399685	,-0.0258104503	,3.0543181896	,1.0467869478	,-2.6175224781	,0.5281092364	,2.2510507107	,-2.6175249259
0	,1	,0.0201072227	,-0.0446082503	,3.0543224812	,1.0467676359	,-2.6174983978	,0.5281805235	,2.2511193752	,-2.6175690333
0	,1	,0.0203941744	,-0.0678025186	,3.0543100834	,1.0467027861	,-2.6175348759	,0.5281721789	,2.2510547638	,-2.6174925009
0	,1	,0.0202112924	,-0.0534840822	,3.0543308258	,1.0467919546	,-2.6175067425	,0.5282603937	,2.2510223389	,-2.6175573508
0	,1	,0.0198967978	,-0.0752847493	,3.0543222427	,1.0466820437	,-2.6175026894	,0.5282806593	,2.2510907650	,-2.6175048987
0	,1	,0.0193519481	,-0.0971070230	,3.0542860031	,1.0467189985	,-2.6175265312	,0.5282766062	,2.2510507107	,-2.6175330321
0	,1	,0.0183325876	,-0.0812727958	,3.0543501377	,1.0467435557	,-2.6175470352	,0.5283521849	,2.2510466576	,-2.6175292174
0	,1	,0.0176200233	,-0.0983896181	,3.0543100834	,1.0466832358	,-2.6173942089	,0.5283922392	,2.2510588169	,-2.6175454299
0	,1	,0.0168817285	,-0.1004454717	,3.0543460846	,1.0467399794	,-2.6175348759	,0.5284847456	,2.2510468960	,-2.6175172965
0	,1	,0.0164460279	,-0.0969326124	,3.0543141365	,1.0466913420	,-2.6174426079	,0.5284923750	,2.2510387897	,-2.6174724738
0	,1	,0.0157916825	,-0.0914498717	,3.0543339252	,1.0466829973	,-2.6174426079	,0.5285002428	,2.2510230541	,-2.6174686591
0	,1	,0.0153517183	,-0.1002467275	,3.0543181896	,1.0466827589	,-2.6174860001	,0.5285159785	,2.2510592937	,-2.6174808184
0	,1	,0.0151724610	,-0.0942268670	,3.0543141365	,1.0466102797	,-2.6174829006	,0.5286001402	,2.2510950565	,-2.6174808184
0	,1	,0.0147000644	,-0.1042986810	,3.0543179512	,1.0466837126	,-2.6174983978	,0.5285720068	,2.2510509491	,-2.6174646060
0	,1	,0.0146325156	,-0.0974055827	,3.0543382168	,1.0466348368	,-2.6174302101	,0.5286721426	,2.2510149479	,-2.6174202601
0	,1	,0.0141241271	,-0.1030443087	,3.0543057919	,1.0466510493	,-2.6174468994	,0.5286356646	,2.2509989738	,-2.6174407641
0	,1	,0.0141164521	,-0.0926642418	,3.0543017387	,1.0466510493	,-2.6174066067	,0.5287081438	,2.2510349751	,-2.6174243132
0	,1	,0.0135883037	,-0.0997055992	,3.0543022156	,1.0466765600	,-2.6174466610	,0.5287484366	,2.2509703636	,-2.6174607913
0	,1	,0.0132067464	,-0.0865315571	,3.0542941093	,1.0466720301	,-2.6174385548	,0.5287639338	,2.2510070801	,-2.6174166838
0	,1	,0.0130568696	,-0.0922183990	,3.0542981625	,1.0466272074	,-2.6174550056	,0.5288364130	,2.2510395050	,-2.6174488703
0	,1	,0.0119423615	,-0.0919589251	,3.0543420315	,1.0466517645	,-2.6175189018	,0.5288039881	,2.2510113716	,-2.6173921267
0	,1	,0.0111434953	,-0.0830308348	,3.0543301105	,1.0466033655	,-2.6174507141	,0.5288876730	,2.2509787083	,-2.6174245516
0	,1	,0.0109641869	,-0.0576170459	,3.0542659760	,1.0465914446	,-2.6174426079	,0.5288120943	,2.2509543896	,-2.6174567381
0	,1	,0.0118792905	,-0.0663771033	,3.0543916225	,1.0465835768	,-2.6174345016	,0.5288752752	,2.2509787083	,-2.6173961798
0	,1	,0.0122848190	,-0.0747511238	,3.0543785095	,1.0466238695	,-2.6174342632	,0.5288383204	,2.2509827614	,-2.6174045245
0	,1	,0.0122784683	,-0.0390844680	,3.0542902946	,1.0465432841	,-2.6174385548	,0.5289355951	,2.2509708405	,-2.6174085776
0	,1	,0.0122904498	,-0.0422960632	,3.0543341637	,1.0465597349	,-2.6174063683	,0.5289391714	,2.2509508133	,-2.6173966567
0	,1	,0.0117413234	,-0.0227733050	,3.0543022156	,1.0465676027	,-2.6174385548	,0.5289508539	,2.2509429455	,-2.6173966567
0	,1	,0.0119956788	,-0.0286500826	,3.0543100834	,1.0465397078	,-2.6174786091	,0.5290075976	,2.2509748936	,-2.6174085776
0	,1	,0.0120833935	,-0.0305214599	,3.0543060303	,1.0465549666	,-2.6174302101	,0.5290309626	,2.2509667873	,-2.6174410025
0	,1	,0.0119786439	,-0.0156157557	,3.0542373657	,1.0465838152	,-2.6173815727	,0.5290309626	,2.2509264946	,-2.6174045245
0	,1	,0.0121815605	,-0.0012165955	,3.0543301105	,1.0466322142	,-2.6174829006	,0.5290548044	,2.2509310246	,-2.6174250285
0	,1	,0.0121804206	,0.0050292937	,3.0543060303	,1.0465797621	,-2.6174426079	,0.5291070181	,2.2509748936	,-2.6173720996
0	,1	,0.0126665263	,0.0065543894	,3.0543022156	,1.0465797621	,-2.6173939705	,0.5291790205	,2.2509629726	,-2.6173844973
0	,1	,0.0127229765	,0.0233121440	,3.0543420315	,1.0465637881	,-2.6173939705	,0.5291346747	,2.2509067059	,-2.6173766295
0	,1	,0.0128966840	,0.0236300081	,3.0543460846	,1.0465800005	,-2.6173865795	,0.5291587549	,2.2509589195	,-2.6173647086
0	,1	,0.0124354511	,0.0214641076	,3.0543301105	,1.0465878683	,-2.6173784733	,0.5291749674	,2.2509431839	,-2.6174131075
0	,1	,0.0126584517	,0.0304926224	,3.0543460846	,1.0465106207	,-2.6174147129	,0.5292226511	,2.2508988380	,-2.6173520724
0	,1	,0.0124674784	,0.0531506799	,3.0542736053	,1.0465516287	,-2.6174302101	,0.5292748648	,2.2509670258	,-2.6173687617
0	,1	,0.0130245071	,0.0638298392	,3.0543260574	,1.0465592581	,-2.6173660755	,0.5293027598	,2.2508785725	,-2.6173604170
0	,1	,0.0129192583	,0.0822351724	,3.0543141365	,1.0465597349	,-2.6173629761	,0.5293587881	,2.2508945465	,-2.6173449198
0	,1	,0.0134050259	,0.0890382305	,3.0543379784	,1.0465351778	,-2.6173980236	,0.5293544966	,2.2508909702	,-2.6173644702
0	,1	,0.0136860050	,0.0807294175	,3.0543260574	,1.0465759474	,-2.6173589230	,0.5294110018	,2.2508945465	,-2.6173444430
0	,1	,0.0142265083	,0.0811168253	,3.0543298721	,1.0465923983	,-2.6173422337	,0.5293864447	,2.2508187294	,-2.6173203627
0	,1	,0.0139612872	,0.0928454101	,3.0542941093	,1.0465878683	,-2.6173989773	,0.5294303137	,2.2508828640	,-2.6173325221
0	,1	,0.0137096848	,0.0975693613	,3.0543303490	,1.0465156275	,-2.6173794270	,0.5294665533	,2.2508990765	,-2.6173041503
0	,1	,0.0136895441	,0.1063235179	,3.0542981625	,1.0465640265	,-2.6172976494	,0.5294698912	,2.2509236336	,-2.6173484961
0	,1	,0.0143613368	,0.1072722524	,3.0543582439	,1.0465032297	,-2.6173143387	,0.5295216280	,2.2508831024	,-2.6172879378
0	,1	,0.0141813047	,0.1130830869	,3.0543220043	,1.0465478140	,-2.6173348427	,0.5295092303	,2.2508869171	,-2.6173003356
0	,1	,0.0144355958	,0.1191792786	,3.0542662144	,1.0464991766	,-2.6173949242	,0.5295938688	,2.2508549690	,-2.6173406283
0	,1	,0.0144090885	,0.1138447970	,3.0543060303	,1.0465480524	,-2.6173546314	,0.5295371252	,2.2508950233	,-2.6172676722
0	,1	,0.0142583055	,0.1523382962	,3.0542938709	,1.0465072828	,-2.6173546314	,0.5296217638	,2.2508630753	,-2.6173489730
0	,1	,0.0140787018	,0.1553307474	,3.0543060303	,1.0465358931	,-2.6173069477	,0.5297016340	,2.2508232594	,-2.6172924677
0	,1	,0.0145056918	,0.1492580771	,3.0543498993	,1.0465318400	,-2.6173026562	,0.5297137934	,2.2508912086	,-2.6172924677
0	,1	,0.0141956666	,0.1472649276	,3.0543141365	,1.0465480524	,-2.6173391342	,0.5297457415	,2.2509074211	,-2.6172803084
0	,1	,0.0138940196	,0.1819826961	,3.0543062687	,1.0465077597	,-2.6173069477	,0.5297376352	,2.2508270741	,-2.6172643344
0	,1	,0.0141429994	,0.1903732717	,3.0543458462	,1.0464958388	,-2.6172862053	,0.5297855574	,2.2508068085	,-2.6173008124
0	,1	,0.0148076843	,0.1807026416	,3.0543181896	,1.0465118128	,-2.6172945499	,0.5298456389	,2.2509114742	,-2.6172519366
0	,1	,0.0148108816	,0.1896406114	,3.0542662144	,1.0464836794	,-2.6173710823	,0.5298654276	,2.2508065701	,-2.6172726790
0	,1	,0.0155384047	,0.1849047840	,3.0543179512	,1.0465120512	,-2.6172871590	,0.5298976141	,2.2508189678	,-2.6172116438
0	,1	,0.0153474314	,0.1937175989	,3.0543181896	,1.0464839178	,-2.6173388958	,0.5299374300	,2.2508311272	,-2.6172481219
